Server Name	Priority	FindingsGroup	Finding	DatabaseName	URL	Details	QueryPlan	QueryPlanFiltered	CheckID
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [AZSTDIMPNA\DA_Axians] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [AZSTDIMPNA\Domain Admins] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [AZSTDIMPNA\karlh] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [AZSTDIMPNA\monin] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [AZSTDIMPNA\operator] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [AZSTDIMPNA\ServerAdmin] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [AZSTDIMPNA\xtenso] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [DBMarlin] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [HHMOL\G_Oazis_Admins_Mol] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [nagios] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [OAZISDB\Administrator] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [SQL_HixOazisVAL] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
OAZISDB	240	Wait Stats	No Significant Waits Detected	NULL	https://www.brentozar.com/go/waits	This server might be just sitting around idle, or someone may have cleared wait stats recently.	NULL	NULL	153
OAZISDB	250	Server Info	Data Size	NULL		3 databases, 1778.22 GB total file size	NULL	NULL	232
OAZISDB	250	Server Info	Default Trace Contents	NULL	https://www.brentozar.com/go/trace	The default trace holds 43 hours of data between Mar  5 2025  5:57PM and Mar  7 2025 12:46PM. The default trace files are located in: D:\MSSQL\MSSQL14.MSSQLSERVER\MSSQL\Log	NULL	NULL	106
OAZISDB	250	Server Info	Drive C Space	NULL		8.24 GB free on C drive	NULL	NULL	92
OAZISDB	250	Server Info	Drive D Space	NULL		58.09 GB free on D drive (Instance) out of 60.00 GB total (3.18% used)	NULL	NULL	92
OAZISDB	250	Server Info	Drive H Space	NULL		21.59 GB free on H drive (Database) out of 1,500.00 GB total (98.56% used)	NULL	NULL	92
OAZISDB	250	Server Info	Drive I Space	NULL		49.88 GB free on I drive (Logfile) out of 350.00 GB total (85.75% used)	NULL	NULL	92
OAZISDB	250	Server Info	Drive K Space	NULL		18.62 GB free on K drive	NULL	NULL	92
OAZISDB	250	Server Info	Drive L Space	NULL		44.94 GB free on L drive	NULL	NULL	92
OAZISDB	250	Server Info	Drive T Space	NULL		21.90 GB free on T drive (TempDB) out of 70.00 GB total (68.71% used)	NULL	NULL	92
OAZISDB	250	Server Info	Hardware	NULL		Logical processors: 8. Physical memory: 64GB.	NULL	NULL	84
OAZISDB	250	Server Info	Hardware - Memory Counters	NULL	https://www.brentozar.com/go/target	Target Server Memory (GB): 56.0 Total Server Memory (GB): 56.0	NULL	NULL	266
OAZISDB	250	Server Info	Hardware - NUMA Config	NULL		Node: 0 State: ONLINE Online schedulers: 8 Offline schedulers: 0 Processor Group: 0 Memory node: 0 Memory VAS Reserved GB: 145	NULL	NULL	114
OAZISDB	250	Server Info	Instant File Initialization Enabled	NULL	https://www.brentozar.com/go/instant	The service account has the Perform Volume Maintenance Tasks permission.	NULL	NULL	193
OAZISDB	250	Server Info	Locked Pages In Memory Enabled	NULL	https://www.brentozar.com/go/lpim	You currently have 55 GB of pages locked in memory.	NULL	NULL	166
OAZISDB	250	Server Info	Memory Model Unconventional	NULL	https://www.brentozar.com/go/lpim	Memory Model: LOCK_PAGES	NULL	NULL	166
OAZISDB	250	Server Info	Operating System Version	NULL	https://en.wikipedia.org/wiki/List_of_Microsoft_Windows_versions	You're running Windows Server 2019 Standard, version 10.0	NULL	NULL	172
OAZISDB	250	Server Info	Power Plan	NULL	https://www.brentozar.com/blitz/power-mode/	Your server has 3.19GHz CPUs, and is in balanced power mode -- Uh... you want your CPUs to run at full speed, right?	NULL	NULL	211
OAZISDB	250	Server Info	Server Last Restart	NULL		Feb 23 2025  8:08AM	NULL	NULL	91
OAZISDB	250	Server Info	Server Name	NULL	https://www.brentozar.com/go/servername	OAZISDB	NULL	NULL	130
OAZISDB	250	Server Info	Services	NULL		Service: SQL Server (MSSQLSERVER) runs under service account AZSTDIMPNA\Serv_SQLOazis. Last startup time: Feb 23 2025  8:08AM. Startup type: Automatic, currently Running.	NULL	NULL	83
OAZISDB	250	Server Info	Services	NULL		Service: SQL Server Agent (MSSQLSERVER) runs under service account LocalSystem. Last startup time: not shown.. Startup type: Automatic, currently Running.	NULL	NULL	83
OAZISDB	250	Server Info	SQL Server Last Restart	NULL		Feb 23 2025  8:08AM	NULL	NULL	88
OAZISDB	250	Server Info	SQL Server Service	NULL		Version: 14.0.3485.1. Patch Level: RTM. Cumulative Update: CU31. Edition: Standard Edition (64-bit). Availability Groups Enabled: 0. Availability Groups Manager Status: 1	NULL	NULL	85
OAZISDB	250	Server Info	Virtual Server	NULL	https://www.brentozar.com/go/virtual	Type: (HYPERVISOR)	NULL	NULL	103
OAZISDB	254	Rundate	Mar  7 2025 12:46PM	NULL	http://FirstResponderKit.org/	Captain's log: stardate something and something...	NULL	NULL	156
OAZISDB	255	Thanks!	From Your Community Volunteers	NULL	http://FirstResponderKit.org	We hope you found this tool useful.	NULL	NULL	-1
SQLCLU-02	0	sp_Blitz Dec 28 2024 12:00AM	SQL Server First Responder Kit	NULL	http://FirstResponderKit.org/	To get help or add your own contributions, join us at http://FirstResponderKit.org.	NULL	NULL	-1
SQLCLU-02	1	Backup	Backups Not Performed Recently	AG_HIX_master	https://www.brentozar.com/go/nobak	Last backed up: Feb 24 2025 10:00PM	NULL	NULL	1
SQLCLU-02	1	Backup	Backups Not Performed Recently	AG_HIX_msdb	https://www.brentozar.com/go/nobak	Last backed up: Feb 24 2025 10:00PM	NULL	NULL	1
SQLCLU-02	1	Backup	Backups Not Performed Recently	HiX_AUDITLOG	https://www.brentozar.com/go/nobak	Last backed up: Feb 24 2025 10:05PM	NULL	NULL	1
SQLCLU-02	1	Backup	Backups Not Performed Recently	HiX_ENVSETTINGS	https://www.brentozar.com/go/nobak	Last backed up: Feb 24 2025 10:08PM	NULL	NULL	1
SQLCLU-02	1	Backup	Backups Not Performed Recently	HiX_PROD	https://www.brentozar.com/go/nobak	Last backed up: Feb 24 2025  1:00AM	NULL	NULL	1
SQLCLU-02	1	Backup	Backups Not Performed Recently	HiX_PROD_MM	https://www.brentozar.com/go/nobak	Last backed up: never	NULL	NULL	1
SQLCLU-02	1	Backup	Backups Not Performed Recently	HiX_PROD_UXIPLOG	https://www.brentozar.com/go/nobak	Last backed up: Feb 24 2025  2:07AM	NULL	NULL	1
SQLCLU-02	1	Backup	Full Recovery Model w/o Log Backups	AG_HIX_master	https://www.brentozar.com/go/biglogs	The 1.00MB log file has not been backed up in the last week.	NULL	NULL	2
SQLCLU-02	1	Backup	Full Recovery Model w/o Log Backups	AG_HIX_msdb	https://www.brentozar.com/go/biglogs	The 417.38MB log file has not been backed up in the last week.	NULL	NULL	2
SQLCLU-02	1	Backup	Full Recovery Model w/o Log Backups	HiX_AUDITLOG	https://www.brentozar.com/go/biglogs	The 10559.81MB log file has not been backed up in the last week.	NULL	NULL	2
SQLCLU-02	1	Backup	Full Recovery Model w/o Log Backups	HiX_ENVSETTINGS	https://www.brentozar.com/go/biglogs	The 100.00MB log file has not been backed up in the last week.	NULL	NULL	2
SQLCLU-02	1	Backup	Full Recovery Model w/o Log Backups	HiX_PROD	https://www.brentozar.com/go/biglogs	The 82431.81MB log file has not been backed up in the last week.	NULL	NULL	2
SQLCLU-02	1	Backup	Full Recovery Model w/o Log Backups	HiX_PROD_MM	https://www.brentozar.com/go/biglogs	The 4096.00MB log file has not been backed up in the last week.	NULL	NULL	2
SQLCLU-02	1	Backup	Full Recovery Model w/o Log Backups	HiX_PROD_UXIPLOG	https://www.brentozar.com/go/biglogs	The 41279.94MB log file has not been backed up in the last week.	NULL	NULL	2
SQLCLU-02	50	Performance	Recovery Interval Not Optimal	HiX_PROD_MM	https://sqlperformance.com/2020/05/system-configuration/0-to-60-switching-to-indirect-checkpoints	The database [HiX_PROD_MM] has a target recovery interval of 0, which is a legacy default, and should be changed to 60.	NULL	NULL	257
SQLCLU-02	100	Performance	Many Plans for One Query	NULL	https://www.brentozar.com/go/parameterization	1016 plans are present for a single query in the plan cache - meaning we probably have parameterization issues.	NULL	NULL	160
SQLCLU-02	110	Performance	Auto-Update Stats Disabled	HiX_PROD	https://www.brentozar.com/go/aus	Database [HiX_PROD] has auto-update-stats disabled.  SQL Server uses statistics to build better execution plans, and without the ability to automatically update them, performance may suffer.	NULL	NULL	16
SQLCLU-02	150	Performance	Slow Storage Writes on Drive H	NULL	https://www.brentozar.com/go/slow	Writes are averaging longer than 100ms for at least one database on this drive.  For specific database file speeds, run the query from the information link.	NULL	NULL	37
SQLCLU-02	200	Informational	Agent Jobs Starting Simultaneously	NULL	https://www.brentozar.com/go/busyagent/	Multiple SQL Server Agent jobs are configured to start simultaneously. For detailed schedule listings, see the query in the URL.	NULL	NULL	123
SQLCLU-02	200	Informational	Cluster Node	NULL	https://BrentOzar.com/go/node	This is a node in a cluster.	NULL	NULL	53
SQLCLU-02	200	Informational	Cluster Node Info	NULL	https://BrentOzar.com/go/node	The cluster nodes are:  PRIMARY=SQLCLU-01, SECONDARY=SQLCLU-02 - High Availability solution used is AlwaysOn Availability Group (AG)	NULL	NULL	53
SQLCLU-02	200	Informational	Linked Server Configured	NULL	https://www.brentozar.com/go/link	BERNERSLEE\SQLEXPRESS is configured as a linked server. Check its security configuration to make sure it isn't connecting with SA or some other bone-headed administrative login, because any user who queries it might get admin-level permissions.	NULL	NULL	49
SQLCLU-02	200	Informational	Linked Server Configured	NULL	https://www.brentozar.com/go/link	JOMINI is configured as a linked server. Check its security configuration to make sure it isn't connecting with SA or some other bone-headed administrative login, because any user who queries it might get admin-level permissions.	NULL	NULL	49
SQLCLU-02	200	Informational	Tables in the MSDB Database	msdb	https://www.brentozar.com/go/msdbuser	The arcJobDefinitions table in the msdb database was created by end users on Oct  8 2024 11:41AM. Tables in the msdb database may not be restored in the event of a disaster.	NULL	NULL	28
SQLCLU-02	200	Informational	Tables in the MSDB Database	msdb	https://www.brentozar.com/go/msdbuser	The arcJobTriggers00 table in the msdb database was created by end users on Oct  8 2024 11:41AM. Tables in the msdb database may not be restored in the event of a disaster.	NULL	NULL	28
SQLCLU-02	200	Monitoring	Agent Jobs Without Failure Emails	NULL	https://www.brentozar.com/go/alerts	The job DatabaseBackup - USER_DATABASES - LOG has not been set up to notify an operator if it fails.	NULL	NULL	94
SQLCLU-02	200	Monitoring	Agent Jobs Without Failure Emails	NULL	https://www.brentozar.com/go/alerts	The job DatabaseIntegrityCheck - USER_DATABASES has not been set up to notify an operator if it fails.	NULL	NULL	94
SQLCLU-02	200	Monitoring	Agent Jobs Without Failure Emails	NULL	https://www.brentozar.com/go/alerts	The job IndexOptimize - USER_DATABASES has not been set up to notify an operator if it fails.	NULL	NULL	94
SQLCLU-02	200	Non-Default Server Config	Agent XPs	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 0 and it has been set to 1.	NULL	NULL	1071
SQLCLU-02	200	Non-Default Server Config	backup compression default	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 0 and it has been set to 1.	NULL	NULL	1073
SQLCLU-02	200	Non-Default Server Config	contained database authentication	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 0 and it has been set to 1.	NULL	NULL	1068
SQLCLU-02	200	Non-Default Server Config	cost threshold for parallelism	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 5 and it has been set to 50.	NULL	NULL	1012
SQLCLU-02	200	Non-Default Server Config	Database Mail XPs	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 0 and it has been set to 1.	NULL	NULL	1072
SQLCLU-02	200	Non-Default Server Config	filestream access level	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 0 and it has been set to 1.	NULL	NULL	1076
SQLCLU-02	200	Non-Default Server Config	max degree of parallelism	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 0 and it has been set to 1.	NULL	NULL	1029
SQLCLU-02	200	Non-Default Server Config	max server memory (MB)	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 2147483647 and it has been set to 507904.	NULL	NULL	1031
SQLCLU-02	200	Non-Default Server Config	min server memory (MB)	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 0 and it has been set to 10240.	NULL	NULL	1036
SQLCLU-02	200	Non-Default Server Config	optimize for ad hoc workloads	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 0 and it has been set to 1.	NULL	NULL	1041
SQLCLU-02	200	Non-Default Server Config	remote admin connections	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 0 and it has been set to 1.	NULL	NULL	1049
SQLCLU-02	200	Non-Default Server Config	user connections	NULL	https://www.brentozar.com/go/conf	This sp_configure option has been changed.  Its default value is 0 and it has been set to 32767.	NULL	NULL	1062
SQLCLU-02	210	Non-Default Database Config	Broker Enabled	AG_HIX_msdb	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	230
SQLCLU-02	210	Non-Default Database Config	Delayed Durability Enabled	HiX_AUDITLOG	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	143
SQLCLU-02	210	Non-Default Database Config	Delayed Durability Enabled	HiX_ENVSETTINGS	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	143
SQLCLU-02	210	Non-Default Database Config	Delayed Durability Enabled	HiX_PROD	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	143
SQLCLU-02	210	Non-Default Database Config	Delayed Durability Enabled	HiX_PROD_MM	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	143
SQLCLU-02	210	Non-Default Database Config	Delayed Durability Enabled	HiX_PROD_UXIPLOG	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	143
SQLCLU-02	210	Non-Default Database Config	Snapshot Isolation Enabled	AG_HIX_master	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	132
SQLCLU-02	210	Non-Default Database Config	Snapshot Isolation Enabled	HiX_AUDITLOG	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	132
SQLCLU-02	210	Non-Default Database Config	Snapshot Isolation Enabled	HiX_ENVSETTINGS	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	132
SQLCLU-02	210	Non-Default Database Config	Snapshot Isolation Enabled	HiX_PROD	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	132
SQLCLU-02	210	Non-Default Database Config	Snapshot Isolation Enabled	HiX_PROD_MM	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	132
SQLCLU-02	210	Non-Default Database Config	Snapshot Isolation Enabled	HiX_PROD_UXIPLOG	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	132
SQLCLU-02	210	Non-Default Database Config	Trustworthy Enabled	AG_HIX_msdb	https://www.brentozar.com/go/dbdefaults	This database setting is not the default.	NULL	NULL	137
SQLCLU-02	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [AZSTDIMPNA\_grpChipsoftAdmin] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
SQLCLU-02	230	Security	Sysadmins	NULL	https://www.brentozar.com/go/sa	Login [AZSTDIMPNA\Domain Admins] is a sysadmin - meaning they can do absolutely anything in SQL Server, including dropping databases or hiding their tracks.	NULL	NULL	4
